id,spatial_data_yr,geography,L0_code,L0_name,L1_code,L1_name,L2_code,L2_name,m_tmp_1,m_tmp_2,m_tmp_3,m_tmp_4,m_tmp_5,m_tmp_6,m_tmp_7,m_tmp_8,m_tmp_9,m_tmp_10,m_tmp_11,m_tmp_12,m_dec_tmp_1,m_dec_tmp_2,m_dec_tmp_3,m_dec_tmp_4,m_dec_tmp_5,m_dec_tmp_6,m_dec_tmp_7,m_dec_tmp_8,m_dec_tmp_9,m_dec_tmp_10,m_dec_tmp_11,m_dec_tmp_12,sd_dec_tmp_1,sd_dec_tmp_2,sd_dec_tmp_3,sd_dec_tmp_4,sd_dec_tmp_5,sd_dec_tmp_6,sd_dec_tmp_7,sd_dec_tmp_8,sd_dec_tmp_9,sd_dec_tmp_10,sd_dec_tmp_11,sd_dec_tmp_12,a_dec_tmp_1,a_dec_tmp_2,a_dec_tmp_3,a_dec_tmp_4,a_dec_tmp_5,a_dec_tmp_6,a_dec_tmp_7,a_dec_tmp_8,a_dec_tmp_9,a_dec_tmp_10,a_dec_tmp_11,a_dec_tmp_12,m_pre_1,m_pre_2,m_pre_3,m_pre_4,m_pre_5,m_pre_6,m_pre_7,m_pre_8,m_pre_9,m_pre_10,m_pre_11,m_pre_12,m_dec_pre_1,m_dec_pre_2,m_dec_pre_3,m_dec_pre_4,m_dec_pre_5,m_dec_pre_6,m_dec_pre_7,m_dec_pre_8,m_dec_pre_9,m_dec_pre_10,m_dec_pre_11,m_dec_pre_12,sd_dec_pre_1,sd_dec_pre_2,sd_dec_pre_3,sd_dec_pre_4,sd_dec_pre_5,sd_dec_pre_6,sd_dec_pre_7,sd_dec_pre_8,sd_dec_pre_9,sd_dec_pre_10,sd_dec_pre_11,sd_dec_pre_12,a_dec_pre_1,a_dec_pre_2,a_dec_pre_3,a_dec_pre_4,a_dec_pre_5,a_dec_pre_6,a_dec_pre_7,a_dec_pre_8,a_dec_pre_9,a_dec_pre_10,a_dec_pre_11,a_dec_pre_12
3_1_2_0,2011,Total,3,India,1,Jammu and Kashmir,2,Badgam,.20091254,2.1256046,7.3873782,9.6741552,16.409945,19.055859,19.252007,19.089163,16.796673,12.302282,7.336091,2.6127677,1.0356505,2.4098132,7.7091699,11.325193,14.713738,17.68387,19.279125,18.901203,15.951246,12.260642,6.6858964,2.790154,.97474509,1.3167006,1.5519831,1.0955969,1.5490922,1.1183071,.57511687,.43420035,.8622275,.67104048,.82125241,.62127161,-1.4770156,-1.8382199,-2.2213273,-.91725248,-.99622685,.20683762,-.010608288,-.23851365,.059317183,-.77780682,-.77970076,-1.1208632,52.236706,101.40494,73.218292,81.135796,19.399084,43.577515,93.63678,136.87177,96.88781,23.810247,15.455982,21.358307,65.174599,88.084747,66.464867,64.453697,54.57584,61.24873,144.25269,131.01466,68.45433,22.599613,21.157949,20.402271,41.605068,38.130299,48.673553,28.704969,32.587807,25.614204,70.028824,75.894081,44.588886,16.688145,17.95372,15.059464,-11.823512,-20.048174,26.603704,8.6745396,2.7142944,-5.7079811,-11.762643,-3.3147769,-6.4488158,7.4452615,-3.0636709,13.950168
3_1_20_0,2011,Total,3,India,1,Jammu and Kashmir,20,Reasi,3.768291,6.3353248,11.666914,14.34767,21.269779,22.924795,22.664337,22.22761,20.365961,16.465286,11.334848,6.3007407,4.5446095,6.5355024,11.754209,16.005243,19.721537,21.889219,22.652052,22.230833,19.617769,16.143984,10.415794,6.1406927,.78814429,1.1883944,1.4820502,1.1354187,1.2809837,.75711906,.43056121,.49925032,.71873593,.68396354,.78781092,.59765142,-.94696093,-1.5275409,-2.000958,-1.0200847,-1.1550773,.37277594,.016530287,-.17397988,.16389398,-.74504197,-.73551255,-.86196721,37.968834,90.998444,57.3545,78.510979,17.630562,65.559151,132.57008,207.46645,144.66527,15.410073,16.070826,31.588156,58.765808,80.493843,60.345905,58.489368,51.829948,80.525703,183.96313,172.61252,88.305641,24.164295,20.264261,21.54587,40.173553,41.790691,43.65234,27.379641,27.446453,28.740179,86.766258,82.767281,57.028477,19.19191,14.456589,13.915813,-6.78511,-15.852845,27.359648,7.3436136,-1.0661438,-13.796409,-4.2097702,.45466149,-7.1575632,4.5086741,-3.8057282,12.764994
3_1_21_0,2011,Total,3,India,1,Jammu and Kashmir,21,Jammu,9.962676,13.482472,19.35137,23.005133,30.626728,31.070227,29.17115,28.231344,27.26684,23.783005,18.146982,12.378536,10.682967,13.671634,19.224855,24.569361,29.203157,30.37867,29.152447,28.455555,26.646872,23.307501,17.05084,11.978163,.71732056,1.1585011,1.4158186,1.2435205,1.1692026,.60021675,.42677289,.56397104,.63439965,.72503865,.76361454,.62984288,-.4614166,-1.2510116,-1.8347421,-1.1383127,-1.2905327,.49894974,.052352589,-.12148658,.24967146,-.69261432,-.69285572,-.67902625,19.624687,70.560982,32.481716,50.771278,12.832424,74.360641,185.65248,283.91562,192.58212,7.7181358,12.275382,29.657682,42.940701,61.572609,41.308624,36.916431,36.430183,87.260094,232.09837,219.69388,105.03985,18.013105,15.275879,18.15276,32.916771,38.73542,31.39259,22.077223,21.565186,36.404282,109.40688,94.18663,67.199997,16.497902,11.183167,11.80904,-2.7121882,-11.481113,20.635763,4.525238,-2.2459512,-21.249775,7.1198106,5.5078125,-6.3349037,1.0503106,-3.1810875,9.4326515
3_1_22_0,2011,Total,3,India,1,Jammu and Kashmir,22,Samba,8.3691778,11.977423,17.789961,21.55917,28.848087,29.488972,28.215435,27.190697,26.046427,22.559677,16.972015,11.467519,9.233758,12.221279,17.759476,23.109108,27.474892,28.849375,28.029802,27.359715,25.309912,21.917194,15.704738,10.713849,.68429351,1.3278769,1.4464495,1.138687,1.1376612,.60714054,.44467375,.60117358,.61335111,.71578944,.8157379,.62767947,-.28845751,-1.1140519,-1.6610445,-1.0961677,-1.2172508,.44707859,.030293042,-.10840406,.2962563,-.66430354,-.6418196,-.50300509,19.594521,65.452087,33.429459,48.691357,15.026294,89.496361,180.78603,272.99185,203.18224,6.2192049,13.091887,30.200146,41.722134,58.634418,40.511261,35.263641,36.642612,88.675568,222.35841,212.59384,118.32348,16.630316,14.939837,16.361225,29.944658,36.664837,29.659353,18.127338,19.719959,37.878464,106.3256,100.5284,73.113167,17.145378,10.759712,10.363441,-1.4761775,-10.969913,19.769783,3.8214362,-2.4213316,-18.92955,10.529131,9.6393661,-8.6140766,1.452355,-3.1156909,9.8174334
3_1_3_1,2011,Total,3,India,1,India/China  2,3,Leh(Ladakh),-14.228672,-10.647956,-7.8551812,-1.6499592,3.7177868,7.7182231,11.061035,10.814069,7.5063868,.92354727,-4.4367108,-9.0991392,-12.327758,-10.617488,-5.1977973,-.95454979,1.9928441,6.8144889,10.796702,10.422055,6.479043,.28216618,-5.4509621,-9.994832,1.2440326,1.5304706,1.5722576,.9847393,1.2905573,1.1272908,.42295593,.51356632,.91426635,.61158192,.76465368,1.0591278,-1.1942103,-1.7396481,-1.9274919,-1.0751716,-1.1106528,-.641949,-.63478661,-.64186484,-.54499227,-1.0684284,-1.4294759,-1.082057,10.448745,32.953693,26.087688,13.014984,22.561766,41.096195,23.253122,23.110693,16.574121,3.1753528,3.9999204,20.039188,29.021843,27.643625,21.614817,25.936966,26.465532,18.468889,28.59037,29.619873,21.581051,8.3142233,8.1590519,11.766151,24.333735,14.862947,15.058514,16.238913,12.853442,11.518265,14.94252,17.862234,12.93832,8.2636461,11.558414,12.59841,-7.0312114,-3.598202,10.793134,.9592188,-4.3469839,1.7783796,1.9283946,4.1960912,-5.3129306,1.8708639,1.2240485,3.6005802
3_1_3_0,2011,Total,3,India,1,Jammu and Kashmir,3,Leh(Ladakh),-14.228672,-10.647956,-7.8551812,-1.6499592,3.7177868,7.7182231,11.061035,10.814069,7.5063868,.92354727,-4.4367108,-9.0991392,-12.327758,-10.617488,-5.1977973,-.95454979,1.9928441,6.8144889,10.796702,10.422055,6.479043,.28216618,-5.4509621,-9.994832,1.2440326,1.5304706,1.5722576,.9847393,1.2905573,1.1272908,.42295593,.51356632,.91426635,.61158192,.76465368,1.0591278,-1.1942103,-1.7396481,-1.9274919,-1.0751716,-1.1106528,-.641949,-.63478661,-.64186484,-.54499227,-1.0684284,-1.4294759,-1.082057,10.448745,32.953693,26.087688,13.014984,22.561766,41.096195,23.253122,23.110693,16.574121,3.1753528,3.9999204,20.039188,29.021843,27.643625,21.614817,25.936966,26.465532,18.468889,28.59037,29.619873,21.581051,8.3142233,8.1590519,11.766151,24.333735,14.862947,15.058514,16.238913,12.853442,11.518265,14.94252,17.862234,12.93832,8.2636461,11.558414,12.59841,-7.0312114,-3.598202,10.793134,.9592188,-4.3469839,1.7783796,1.9283946,4.1960912,-5.3129306,1.8708639,1.2240485,3.6005802
3_1_4_0,2011,Total,3,India,1,Jammu and Kashmir,4,Kargil,-10.580435,-8.1897011,-4.1604052,.0022919776,5.6193933,9.1264067,11.468472,11.386582,8.6451836,3.1538959,-1.8883636,-6.2062449,-9.1707764,-8.040328,-2.5711625,1.2377639,3.8896179,7.8910227,11.304463,11.050576,7.6288242,2.8179924,-2.7391334,-6.7292752,1.0192859,1.4579564,1.5529913,.96170169,1.4166106,1.1705978,.49697465,.45422098,.86760807,.60939085,.79084241,.77502298,-1.4025323,-1.791988,-2.0619452,-.97781479,-1.0079288,-.24545848,-.36565605,-.44583222,-.24038403,-.91852713,-1.0945408,-1.066955,25.773888,52.669987,42.814957,33.033501,23.08939,44.151375,38.883221,47.049568,35.234776,8.876214,8.7785292,19.410154,41.237556,44.998325,35.012493,37.995197,36.0261,30.097837,56.885216,52.048615,35.672119,12.049795,13.067163,14.40758,25.429937,20.075241,23.185568,16.532316,17.0455,13.073837,25.445118,30.806465,18.678905,8.8836651,13.78936,11.376856,-8.6852951,-7.7202706,15.612007,2.6847932,-2.6102791,1.0163291,-1.711975,2.7444386,-6.5690732,5.1611362,1.3426137,8.275589
3_1_5_0,2011,Total,3,India,1,Jammu and Kashmir,5,Punch,2.5153992,4.4547701,9.6785221,12.196226,19.217979,21.193029,20.376341,20.249174,18.367331,14.455309,9.8189964,4.8910661,3.3749354,4.7371716,9.9185085,13.685794,17.545208,19.968941,20.592249,20.153122,17.705975,14.420647,9.0703602,5.2087359,.90810913,1.1292326,1.5625,1.2461967,1.530555,.96499747,.47570226,.4386923,.77749795,.68886703,.74766123,.64134163,-1.2631736,-1.6263154,-2.2362008,-.94877946,-1.1468946,.25268066,.020686643,-.20414601,.06915272,-.73774767,-.71777976,-1.0407183,46.350445,126.60104,68.683563,81.809738,29.910509,57.165653,129.31659,164.23865,116.86106,32.319225,14.071072,15.424638,76.016281,102.77403,72.088211,70.170471,56.243015,81.308151,174.81985,162.37325,77.580818,28.691713,20.927855,23.06657,49.985924,44.646954,56.588772,33.864552,28.876381,35.718948,80.230797,80.028214,38.993721,21.519503,16.254902,21.495686,-15.545675,-26.327435,31.882786,8.3345385,4.4323177,-17.190531,-9.9973764,-5.0135226,-6.0692339,3.7722304,-2.022871,15.857091
3_1_6_0,2011,Total,3,India,1,Jammu and Kashmir,6,Rajouri,6.5604582,9.2482214,14.767447,17.664242,25.015905,26.209278,24.852802,24.396448,22.94437,19.197325,14.053246,8.683567,7.404428,9.5004969,14.859118,19.12731,23.401011,25.287094,25.123188,24.54558,22.401192,19.006338,13.22245,8.8499737,.8077125,1.0313369,1.4632899,1.3858839,1.3706788,.70002633,.4170289,.47025153,.70858508,.68393087,.7067883,.66450709,-1.0456296,-1.5165155,-2.1562066,-1.0418581,-1.2480663,.3761138,.003708259,-.2096851,.10816322,-.76977563,-.76495892,-1.0059729,29.351145,113.59587,48.490269,68.360298,20.716026,64.630157,162.35927,204.86122,149.45624,21.028185,10.53083,17.831291,65.486183,88.976212,59.795712,56.251804,47.871681,89.915367,205.0112,195.32646,84.618149,27.579525,19.634867,21.496603,45.388351,46.546467,50.810249,31.633133,23.784948,38.046406,92.049248,84.413689,46.83511,20.210728,14.893964,20.222448,-9.8848991,-18.761917,29.4723,8.286067,1.6527536,-22.42639,1.5623446,5.8080192,-.028546704,.31052217,-1.6096909,14.449715
3_1_7_0,2011,Total,3,India,1,Jammu and Kashmir,7,Kathua,5.2369471,8.6941748,14.120146,18.067942,24.841993,25.632395,25.192478,24.227863,22.925014,19.531,14.261042,9.1893873,6.428123,8.9848766,14.473108,19.505369,23.378618,25.055059,25.00164,24.360117,22.098545,18.77644,12.92537,8.2000484,.74040204,1.3916794,1.4735419,1.1077875,1.1837512,.61368626,.4496327,.59452075,.62066984,.68999672,.78347617,.68802679,-.37585196,-1.1068814,-1.6345618,-1.0687455,-1.1429423,.30218145,-.088977829,-.13979337,.23970102,-.6906876,-.69995546,-.52283669,17.016766,64.940651,35.274113,47.421196,20.87509,110.02618,169.98676,235.80499,196.29944,5.5817523,12.62324,27.126772,40.671471,57.594765,40.028107,36.453491,37.842766,88.54406,197.00861,187.59816,122.65536,16.743326,13.842835,13.989862,25.928631,35.437954,29.308374,15.208732,15.901716,42.671749,94.508293,93.463882,68.004723,18.701771,9.9221172,9.5602007,-.72837341,-10.587611,19.369108,3.5576522,-1.465089,-16.889118,17.300083,12.720187,-8.6239281,1.8103863,-1.9779314,11.023179
3_1_8_0,2011,Total,3,India,1,Jammu and Kashmir,8,Baramula,.52248043,2.3156166,7.3558226,9.9486437,16.920719,19.613884,19.210072,19.110069,16.818352,12.429344,7.6090693,2.808754,1.3302205,2.6194031,7.7327232,11.440948,15.153622,18.094728,19.231674,18.832851,15.977539,12.472201,7.0967035,3.1204982,1.0590225,1.2917132,1.5331554,1.0830419,1.639904,1.2056327,.54339665,.41298211,.83563578,.68327564,.79074335,.59502447,-1.4177204,-1.7465178,-2.1982057,-.86626476,-1.0265665,.15796654,.017545497,-.21547848,.056889962,-.73691666,-.69886065,-1.0212889,58.195484,118.8143,81.363899,84.185173,25.798737,41.046661,88.07682,129.55231,86.631447,36.226723,18.14628,18.69603,73.527351,101.42703,74.798462,72.561348,55.479195,67.678368,148.33269,136.66017,68.719826,22.945332,22.56562,23.042398,47.411606,43.379864,53.506355,29.232542,33.694881,35.291729,72.136383,79.216187,36.519848,17.38455,19.042448,17.524862,-15.615107,-27.00654,28.174255,8.4337702,6.0901842,-10.716699,-13.891579,-7.7401743,-8.0858822,9.7934551,-3.4634902,14.807237
3_1_9_0,2011,Total,3,India,1,Jammu and Kashmir,9,Bandipore,-4.4316573,-2.4605334,2.5184901,5.307178,11.60825,15.062825,15.945271,16.002251,13.249868,8.2227879,2.9525781,-1.7930795,-3.5498602,-2.2327902,3.1595659,6.8381224,9.941577,13.508896,15.84505,15.645037,12.317835,8.1593542,2.4705381,-1.5407784,1.1453792,1.5021936,1.5578334,.98865515,1.593508,1.2810774,.63691103,.44435719,.89331591,.6645574,.865924,.5892359,-1.5714254,-1.9498689,-2.2396147,-.8757782,-.90878999,.033357058,-.054951381,-.30612439,-.032093368,-.84209883,-.86502159,-1.1149144,47.816456,92.311928,67.986267,65.876938,16.640121,26.634897,59.205791,81.657791,58.856258,20.95615,13.61756,21.676678,56.529598,74.338074,58.890965,55.490341,48.702335,41.93478,94.040977,84.818527,46.771992,19.931892,19.758856,19.724642,35.386631,31.452072,41.483044,25.336727,32.696636,20.08691,44.626411,50.918797,29.582565,14.593489,18.295345,12.659484,-10.27812,-18.682064,19.547155,8.9555702,2.1968427,-1.2139028,-11.013417,-2.9348996,-5.86059,6.230288,-2.860954,10.594199
3_20_346_0,2011,Total,3,India,20,Jharkhand,346,Garhwa,15.260668,20.559393,25.0144,29.26454,32.693508,31.238693,28.924786,28.208864,27.922674,26.61585,21.919437,16.396194,16.308485,20.148767,24.435705,29.973503,32.60453,32.096279,28.719362,28.473362,28.275406,26.265623,22.107998,17.490789,1.1936042,1.0792966,1.1486003,1.0136416,.8310253,1.8307742,.98129612,.40693554,.36758968,.52017802,.68533677,.59505534,-.13294308,-1.2213577,-.53379703,-.51912588,-.018124996,-.13606074,-.1979575,-.55759907,-.70504516,-.89598054,-1.2967561,-1.0568507,.16657908,5.4290633,.067644246,22.402493,16.242964,403.62732,200.00882,301.34354,286.12054,42.166241,.0011566055,0,9.4360609,15.581006,16.444828,7.3491149,20.453754,152.18922,212.5618,272.05353,162.02885,36.101776,2.5598989,2.9792156,12.554868,28.358822,15.709253,6.513052,19.337156,124.99498,63.379635,85.67836,84.508453,31.704359,4.5194926,5.8978825,11.274889,3.7888401,-3.3128972,4.6039577,-2.753114,4.4919419,112.33719,34.935345,38.911274,15.331622,8.0929661,3.3816953
3_20_347_0,2011,Total,3,India,20,Jharkhand,347,Chatra,15.33293,20.608459,25.219303,29.473787,32.186493,30.965574,28.641821,27.890497,27.598822,26.335251,21.865875,16.601854,16.245237,20.239052,24.833691,30.154779,32.155422,31.526754,28.442215,28.236996,27.947672,25.942032,22.007198,17.510187,1.0906007,1.1301649,1.054096,.89594233,.70969719,1.4966112,.78385311,.36825043,.317325,.51264042,.65801036,.52554446,-.13001159,-1.2881924,-.62714678,-.52342796,-.093550608,-.28195715,-.21858318,-.49691781,-.62827688,-.77283579,-1.1812248,-.97730505,.65595877,7.1508775,2.7460253,26.876917,27.907312,386.69672,201.92683,298.45538,319.32971,48.663239,.78342509,0,9.2296715,14.078877,16.718721,10.713029,33.554543,165.77364,227.66496,275.94449,203.01326,49.200371,3.5889292,2.4841542,13.339152,25.020512,13.113708,7.6540146,26.971201,114.6492,56.632107,72.204536,81.503189,38.10075,4.4080133,4.6650028,8.6549892,5.4889669,-3.6417074,4.6713266,-2.5976496,6.9510436,83.820122,24.099117,23.434469,16.365355,4.1655102,2.8257415
3_20_348_0,2011,Total,3,India,20,Jharkhand,348,Kodarma,15.710108,20.51457,25.399992,29.28042,31.306528,30.375605,28.420353,27.797421,27.585344,26.198706,21.890535,17.179186,16.415478,20.196043,25.135773,29.93996,31.348255,30.700569,28.201147,28.096703,27.863728,26.028666,22.072317,17.756084,.95394665,1.0833399,.90130407,.78454924,.50511658,1.0791535,.62528944,.30655354,.2927261,.46539724,.61906111,.44705552,-.28018817,-1.2914549,-.81923193,-.61113226,-.23935944,-.37342805,-.25379238,-.49665153,-.59487748,-.75481695,-1.1353675,-.97284299,1.2862393,7.6507125,5.2521181,23.187666,41.998226,326.90753,219.92307,281.45331,338.59225,40.156902,1.2007325,0,8.7493515,12.762456,16.934853,12.039711,41.974216,163.9478,244.19633,262.18765,233.47903,58.829327,4.737484,2.3225324,12.215613,18.098261,10.474416,7.0472083,25.068701,90.400162,51.011913,48.72596,71.299995,39.164566,5.9694386,3.8588035,6.1215525,4.3487754,-4.0619435,3.8263431,-2.0764387,10.129482,50.438694,14.310171,-2.4766326,16.545372,1.9367187,3.2960162
3_20_349_0,2011,Total,3,India,20,Jharkhand,349,Giridih,16.077366,20.731377,25.555668,29.228468,30.956142,30.109137,28.222361,27.728537,27.463831,26.231802,21.910879,17.438231,16.710215,20.450836,25.360128,29.92787,31.056101,30.380127,28.008181,27.999132,27.734352,26.033163,22.094458,17.926033,.91488248,1.0836036,.85765588,.76376396,.46229219,.96989721,.55897772,.30932218,.26221064,.46147114,.6242553,.43491614,-.28412333,-1.2693142,-.84525782,-.58546895,-.26503474,-.38239926,-.26537833,-.45543274,-.5476135,-.6949833,-1.0622437,-.9325214,1.1816207,8.6883812,6.9299688,24.954994,47.9734,326.16766,223.40814,291.17792,342.29483,36.674774,1.6571701,0,8.2487059,12.389705,18.078468,14.737645,47.692184,177.48869,254.56577,266.55865,247.70236,66.192513,5.4087639,1.9333911,11.60401,16.593138,10.443454,7.9303555,24.269115,88.391701,57.233959,46.777115,68.202583,43.56004,6.7309327,3.1191649,4.9667668,4.926671,-3.9778345,3.9416838,-2.2177944,10.408622,40.618034,11.62442,-10.678775,14.606338,1.1679305,2.9731028
3_20_350_0,2011,Total,3,India,20,Jharkhand,350,Deoghar,16.850803,21.21073,26.022949,29.523113,30.819857,30.263676,28.603748,28.133963,27.901875,26.677437,22.463184,18.178982,17.393242,21.026693,26.005465,30.254025,31.000803,30.390585,28.328522,28.393045,28.132008,26.545786,22.614025,18.473637,.86209667,1.0729462,.76485056,.74414825,.36676091,.74991608,.45405903,.29547808,.24174185,.47064412,.60468614,.43379024,-.36680368,-1.2535971,-.95618725,-.6135028,-.34704214,-.43715638,-.27555957,-.44094062,-.49459061,-.64126074,-.97421885,-.87917912,1.3143969,9.2510262,9.8037586,27.401138,65.041054,296.10098,239.82242,304.51605,348.07321,27.579508,2.8125429,0,7.901907,11.157188,19.601658,20.447889,60.748661,189.01242,276.55161,276.12283,268.32809,77.862007,8.1732616,1.6448336,11.183208,12.57595,9.7148228,10.142584,23.266598,76.799774,65.104561,44.180614,67.027496,51.035255,10.301222,2.4238167,3.535778,4.633862,-4.1508083,4.0375123,-2.9227095,13.053234,21.853237,5.9445596,-29.148638,12.469459,-.21590559,3.104248
3_20_351_0,2011,Total,3,India,20,Jharkhand,351,Godda,16.600388,20.523073,25.27335,28.646477,29.721689,29.825607,28.704454,28.455999,28.029663,26.653883,22.428112,18.306377,16.985558,20.287115,25.327322,29.279264,29.90929,29.818243,28.481485,28.672003,28.213657,26.783026,22.695248,18.343248,.83672833,1.0721574,.72917014,.69322735,.31851277,.54045153,.41083249,.26159093,.28237885,.4916687,.56769913,.44838932,-.50412488,-1.2406119,-1.1512634,-.70405638,-.50296551,-.52022755,-.36287913,-.51141018,-.47318107,-.75398147,-1.0161697,-.91743141,2.4883127,7.7128949,9.6362972,29.839102,103.10445,251.25327,283.69873,291.66406,367.33817,16.072403,3.4087341,0,7.4560652,9.1876898,17.084015,28.451572,85.854172,188.57304,316.94388,265.32455,282.79144,79.488663,10.245911,1.6664915,10.220644,8.5371447,7.1506433,13.788959,30.110777,60.999199,65.955193,41.916817,72.514473,50.079857,13.67338,2.083775,2.575459,2.3331208,-4.4168329,4.0035148,-4.5151215,21.065092,9.9215879,1.3857831,-45.653046,11.291557,-1.3006039,3.7150991
3_20_352_0,2011,Total,3,India,20,Jharkhand,352,Sahibganj,16.925451,20.772264,25.52249,28.682526,29.68803,29.988066,29.086267,28.888393,28.43466,27.126488,22.875425,19.156733,17.433376,20.570812,25.554047,29.220953,29.786448,29.926813,28.875204,29.123581,28.616562,27.147223,23.228088,19.018496,.84561038,1.0670255,.74157196,.68335116,.30497259,.50579774,.39125082,.25061363,.28947726,.4860957,.54113334,.46672815,-.45905152,-1.177864,-1.1071314,-.67515033,-.56137151,-.54277003,-.39564148,-.59188896,-.44074544,-.72231203,-.98782361,-.92275995,3.4733982,7.1456394,11.358289,33.883812,126.50874,267.31982,304.80234,318.0621,377.64709,16.182367,4.6833172,0,6.6161361,8.1698494,19.18347,37.204784,111.60997,210.05724,352.37112,273.39557,290.59967,88.20089,11.922567,1.9481885,8.648777,7.7343564,7.7983518,16.316267,36.326843,65.209557,68.332794,41.386665,72.718674,50.343174,15.230123,2.3297441,1.9734237,1.7542608,-4.8443379,3.3834982,-5.5683064,22.821463,13.788076,3.546041,-41.521744,9.3641014,-1.0588672,4.0832982
3_20_353_0,2011,Total,3,India,20,Jharkhand,353,Pakur,17.39537,21.453985,26.187555,29.369616,30.311003,30.344576,29.14884,28.819532,28.541023,27.421125,23.250433,19.460556,17.913618,21.285133,26.267822,29.989155,30.454229,30.267197,28.95462,29.070847,28.73148,27.339794,23.525242,19.360363,.85992908,1.068585,.74732178,.70162874,.30858925,.55413568,.36325958,.2774207,.27457526,.48072925,.56608599,.46521187,-.40559497,-1.1799337,-1.0477871,-.65783924,-.51042491,-.5182817,-.35003808,-.50994772,-.42322192,-.64812714,-.91588193,-.85522342,2.8873594,8.171608,12.112645,34.321728,110.87844,258.11435,272.86844,317.07462,350.95795,16.714596,5.3517241,0,7.243217,8.6171465,19.658508,36.326229,102.04186,201.54828,323.08493,272.30005,281.81601,91.00927,13.088599,2.0265837,9.8590174,8.2507744,8.3548059,16.00598,32.289307,65.606522,70.832748,41.51899,67.948578,55.129929,16.320045,2.6495898,2.1606684,2.9057696,-4.2416105,3.6268694,-5.0071893,17.195404,11.108265,2.8791447,-41.677341,8.2983522,-1.7294983,4.3835912
3_20_354_0,2011,Total,3,India,20,Jharkhand,354,Dhanbad,17.187386,21.894144,26.640762,30.154055,31.774103,30.71723,28.807205,28.160358,28.053827,27.100676,22.73727,18.293913,17.886852,21.706303,26.538385,30.897093,31.968697,30.979067,28.571117,28.485573,28.362957,26.721167,22.834795,18.834284,.92961502,1.0826858,.87740916,.78006303,.48497972,1.0225755,.53818893,.34088087,.23918416,.48083547,.65647829,.43765703,-.13873398,-1.198521,-.72781509,-.49608579,-.22039255,-.39249349,-.23769717,-.38111687,-.49251345,-.5869962,-.94774753,-.85960078,.61632049,10.567577,9.4975958,32.060989,51.270176,374.94705,211.02704,334.28357,328.57986,38.652756,2.593925,0,7.5217042,12.923192,21.23019,20.470724,57.540058,212.19054,262.30685,292.59952,250.23843,79.510284,6.3488412,2.1218545,10.822218,18.773134,12.973935,10.386541,26.485741,103.82769,71.703819,58.042664,69.615494,52.160866,7.5109582,3.5852211,4.3059249,8.1400232,-3.1585763,4.4555593,-3.1531024,6.3954301,38.556725,13.188985,-6.8253975,8.757741,.69186616,3.0878465
3_20_355_0,2011,Total,3,India,20,Jharkhand,355,Bokaro,16.551214,21.389505,26.089502,29.727795,31.652588,30.380377,28.211958,27.575212,27.480551,26.529175,22.134338,17.685373,17.360792,21.182447,25.910887,30.443342,31.785133,30.734365,27.995718,27.939215,27.825642,26.077339,22.234423,18.353203,.99578774,1.0828624,.95063663,.81474626,.58519387,1.2163301,.62350523,.3648282,.25442955,.49548185,.67139429,.45698202,-.07179758,-1.2133015,-.63462704,-.455827,-.15171245,-.35596183,-.20692985,-.39598274,-.52824897,-.6141085,-1.0078639,-.87327886,.50936514,10.186461,6.9715314,33.169247,43.98793,404.24927,206.19749,335.76328,330.61975,45.00848,2.3087113,0,9.2323618,14.110501,20.058559,17.865923,52.750164,205.99409,256.11801,294.9733,240.10736,70.656731,5.8741512,2.4890621,13.295241,23.436646,13.867353,9.8403053,30.558985,115.24532,70.952454,66.988693,74.682129,47.905972,6.889492,4.3887539,6.4438205,8.8559341,-3.0332685,4.9100952,-2.715096,4.2034545,56.708263,18.354227,8.1656265,10.448514,1.8861995,3.1856468
3_20_356_0,2011,Total,3,India,20,Jharkhand,356,Lohardaga,14.978082,19.913612,24.292345,27.969233,30.710184,29.099461,26.853205,26.139153,25.897797,24.89216,20.697985,16.131826,15.927345,19.637762,23.948971,28.760462,30.795298,29.712872,26.583277,26.391609,26.25573,24.429068,20.827389,16.946058,1.0473353,1.0631573,.99124771,.88786143,.65515459,1.6128473,.76990688,.38360083,.29548594,.48947471,.69745296,.50057453,-.11288264,-1.154187,-.52335238,-.4336547,-.061146557,-.24039894,-.20130663,-.43892196,-.59240919,-.73234046,-1.1253018,-.91961288,0,13.003001,1.6737633,36.728584,36.837399,409.44916,214.53264,337.3454,315.33594,52.506474,.49986762,0,11.238389,18.453194,20.773907,14.271529,43.70443,184.25392,236.7016,307.08185,207.29474,52.038986,2.7467766,3.6700332,15.598136,35.090542,18.683992,10.84697,34.446869,127.49389,62.224201,79.986107,80.003853,42.266575,3.4251087,7.2157536,10.149844,7.7457919,-2.4083705,6.0139079,-6.8653355,.45133516,100.71133,19.844116,24.634174,14.886305,4.6597939,3.0300736
